Date,Open,High,Low,Close,Volume,5-Day_Moving_Avg,10-Day_Moving_Avg,20-Day_Moving_Avg,Future_Close_Indicator,Volume_Ranking,Price_Movement,Day,open_lag_1,open_lag_2,open_lag_3,close_lag_1,close_lag_2,close_lag_3,high_lag_1,high_lag_2,high_lag_3,low_lag_1,low_lag_2,low_lag_3,volume_lag_1,volume_lag_2,volume_lag_3,volume_ranking_lag_1,volume_ranking_lag_2,volume_ranking_lag_3,5-moving_avg_lag_1,5-moving_avg_lag_2,5-moving_avg_lag_3,10-moving_avg_lag_1,10-moving_avg_lag_2,10-moving_avg_lag_3,20-moving_avg_lag_1,20-moving_avg_lag_2,20-moving_avg_lag_3,target_open_1,target_close_1,target_high_1,target_low_1,target_volume_1
2023-01-04,125.56952732872513,127.32111217332934,123.77836538537261,125.0450439453125,89113600,126.07619934082031,128.5363311767578,130.4475152151925,1,3,-3.5427467879567303,14,128.9242524939217,127.07372463723176,126.6580710085752,123.76847076416016,128.57789611816406,128.26121520996094,129.53779569151328,128.5976922192292,129.12215673015015,122.87783501765625,126.10391953505118,126.40078213242634,112117500.0,77034200.0,75703700.0,3.0,2.0,2.0,126.80256042480468,128.14643096923828,128.60164337158204,129.13107452392578,130.06524887084962,130.71540908813478,130.86308992826022,131.4543081919352,131.7158001986417,125.80701406050522,123.7189712524414,126.44035327195598,123.4616823884138,80962700.0
2023-01-05,125.80701406050522,126.44035327195598,123.4616823884138,123.7189712524414,80962700,125.87431945800782,127.81590347290039,129.9989456176758,1,2,-2.978670883542179,15,125.56952732872513,128.9242524939217,127.07372463723176,125.0450439453125,123.76847076416016,128.57789611816406,127.32111217332934,129.53779569151328,128.5976922192292,123.77836538537261,122.87783501765625,126.10391953505118,89113600.0,112117500.0,77034200.0,3.0,3.0,2.0,126.07619934082031,126.80256042480468,128.14643096923828,128.5363311767578,129.13107452392578,130.06524887084962,130.4475152151925,130.86308992826022,131.4543081919352,124.69869219835303,128.2711181640625,128.93414406697812,123.59034464347916,87754700.0
2023-01-06,124.69869219835303,128.93414406697812,123.59034464347916,128.2711181640625,87754700,125.87630004882813,127.23897171020508,129.89095640182495,1,3,5.3437994234989645,16,125.80701406050522,125.56952732872513,128.9242524939217,123.7189712524414,125.0450439453125,123.76847076416016,126.44035327195598,127.32111217332934,129.53779569151328,123.4616823884138,123.77836538537261,122.87783501765625,80962700.0,89113600.0,112117500.0,2.0,3.0,3.0,125.87431945800782,126.07619934082031,126.80256042480468,127.81590347290039,128.5363311767578,129.13107452392578,129.9989456176758,130.4475152151925,130.86308992826022,129.1122704426922,128.79559326171875,132.02167786788954,128.53830437717716,70790800.0
2023-01-09,129.1122704426922,132.02167786788954,128.53830437717716,128.79559326171875,70790800,125.91983947753906,127.03313522338867,129.82652327593635,1,2,-3.4833734907123812,17,124.69869219835303,125.80701406050522,125.56952732872513,128.2711181640625,123.7189712524414,125.0450439453125,128.93414406697812,126.44035327195598,127.32111217332934,123.59034464347916,123.4616823884138,123.77836538537261,87754700.0,80962700.0,89113600.0,3.0,2.0,3.0,125.87630004882813,125.87431945800782,126.07619934082031,127.23897171020508,127.81590347290039,128.5363311767578,129.89095640182495,129.9989456176758,130.4475152151925,128.90444246439094,129.3695526123047,129.89403595356941,126.78671300154889,63896200.0
2023-01-10,128.90444246439094,129.89403595356941,126.78671300154889,129.3695526123047,63896200,127.04005584716796,126.92130813598632,129.8011360168457,1,1,3.1073229520205246,18,129.1122704426922,124.69869219835303,125.80701406050522,128.79559326171875,128.2711181640625,123.7189712524414,132.02167786788954,128.93414406697812,126.44035327195598,128.53830437717716,123.59034464347916,123.4616823884138,70790800.0,87754700.0,80962700.0,2.0,3.0,2.0,125.91983947753906,125.87630004882813,125.87431945800782,127.03313522338867,127.23897171020508,127.81590347290039,129.82652327593635,129.89095640182495,129.9989456176758,129.88413539800015,132.100830078125,132.1206110743782,129.1023632460795,69458900.0
2023-01-11,129.88413539800015,132.1206110743782,129.1023632460795,132.100830078125,69458900,128.45121307373046,127.26370620727539,129.92217254638672,1,2,3.0182478282986835,19,128.90444246439094,129.1122704426922,124.69869219835303,129.3695526123047,128.79559326171875,128.2711181640625,129.89403595356941,132.02167786788954,128.93414406697812,126.78671300154889,128.53830437717716,123.59034464347916,63896200.0,70790800.0,87754700.0,1.0,2.0,3.0,127.04005584716796,125.91983947753906,125.87630004882813,126.92130813598632,127.03313522338867,127.23897171020508,129.8011360168457,129.82652327593635,129.89095640182495,132.48677761592936,132.02166748046875,132.86281286375012,130.07216715098443,71379600.0
2023-01-12,132.48677761592936,132.86281286375012,130.07216715098443,132.02166748046875,71379600,130.11175231933595,127.99303588867187,130.02714729309082,1,2,-2.790645712765695,20,129.88413539800015,128.90444246439094,129.1122704426922,132.100830078125,129.3695526123047,128.79559326171875,132.1206110743782,129.89403595356941,132.02167786788954,129.1023632460795,126.78671300154889,128.53830437717716,69458900.0,63896200.0,70790800.0,2.0,1.0,2.0,128.45121307373046,127.04005584716796,125.91983947753906,127.26370620727539,126.92130813598632,127.03313522338867,129.92217254638672,129.8011360168457,129.82652327593635,130.656019148829,133.35760498046875,133.5159435530184,130.28987441230564,57809700.0
2023-01-13,130.656019148829,133.5159435530184,130.28987441230564,133.35760498046875,57809700,131.1290496826172,128.50267486572267,129.60904197692872,1,0,3.2260691407127524,21,132.48677761592936,129.88413539800015,128.90444246439094,132.02166748046875,132.100830078125,129.3695526123047,132.86281286375012,132.1206110743782,129.89403595356941,130.07216715098443,129.1023632460795,126.78671300154889,71379600.0,69458900.0,63896200.0,2.0,2.0,1.0,130.11175231933595,128.45121307373046,127.04005584716796,127.99303588867187,127.26370620727539,126.92130813598632,130.02714729309082,129.92217254638672,129.8011360168457,133.42689544295402,134.5253448486328,135.86128703391867,132.73418300243557,63646600.0
2023-01-17,133.42689544295402,135.86128703391867,132.73418300243557,134.5253448486328,63646600,132.275,129.09741973876953,129.58133430480956,1,1,3.1271040314831,22,130.656019148829,132.48677761592936,129.88413539800015,133.35760498046875,132.02166748046875,132.100830078125,133.5159435530184,132.86281286375012,132.1206110743782,130.28987441230564,130.07216715098443,129.1023632460795,57809700.0,71379600.0,69458900.0,0.0,2.0,2.0,131.1290496826172,130.11175231933595,128.45121307373046,128.50267486572267,127.99303588867187,127.26370620727539,129.60904197692872,130.02714729309082,129.92217254638672,135.39619418728472,133.80294799804688,137.16755996413974,133.62481331043077,69672800.0
2023-01-18,135.39619418728472,137.16755996413974,133.62481331043077,133.80294799804688,69672800,133.16167907714845,130.1008674621582,129.615970993042,1,2,-3.5427466537089742,23,133.42689544295402,130.656019148829,132.48677761592936,134.5253448486328,133.35760498046875,132.02166748046875,135.86128703391867,133.5159435530184,132.86281286375012,132.73418300243557,130.28987441230564,130.07216715098443,63646600.0,57809700.0,71379600.0,1.0,0.0,2.0,132.275,131.1290496826172,130.11175231933595,129.09741973876953,128.50267486572267,127.99303588867187,129.58133430480956,129.60904197692872,130.02714729309082,132.68471636368645,133.86233520507812,134.8321327391652,132.37794475290383,58280400.0
2023-01-19,132.68471636368645,134.8321327391652,132.37794475290383,133.86233520507812,58280400,133.51398010253905,130.98259658813475,129.75946388244628,1,0,2.45418798626136,24,135.39619418728472,133.42689544295402,130.656019148829,133.80294799804688,134.5253448486328,133.35760498046875,137.16755996413974,135.86128703391867,133.5159435530184,133.62481331043077,132.73418300243557,130.28987441230564,69672800.0,63646600.0,57809700.0,2.0,1.0,0.0,133.16167907714845,132.275,131.1290496826172,130.1008674621582,129.09741973876953,128.50267486572267,129.615970993042,129.58133430480956,129.60904197692872,133.8722133053258,136.4352569580078,136.58370504947536,132.82324656561806,80223600.0
2023-01-20,133.8722133053258,136.58370504947536,132.82324656561806,136.4352569580078,80223600,134.39669799804688,132.2542251586914,130.0350643157959,1,2,3.760458483857292,25,132.68471636368645,135.39619418728472,133.42689544295402,133.86233520507812,133.80294799804688,134.5253448486328,134.8321327391652,137.16755996413974,135.86128703391867,132.37794475290383,133.62481331043077,132.73418300243557,58280400.0,69672800.0,63646600.0,0.0,2.0,1.0,133.51398010253905,133.16167907714845,132.275,130.98259658813475,130.1008674621582,129.09741973876953,129.75946388244628,129.615970993042,129.58133430480956,136.68265050222374,139.64154052734375,141.82854882417135,136.4649387224491,81760300.0
2023-01-23,136.68265050222374,141.82854882417135,136.4649387224491,139.64154052734375,81760300,135.6534851074219,133.39126739501953,130.31511955261232,1,3,5.363610101722259,26,133.8722133053258,132.68471636368645,135.39619418728472,136.4352569580078,133.86233520507812,133.80294799804688,136.58370504947536,134.8321327391652,137.16755996413974,132.82324656561806,132.37794475290383,133.62481331043077,80223600.0,58280400.0,69672800.0,2.0,0.0,2.0,134.39669799804688,133.51398010253905,133.16167907714845,132.2542251586914,130.98259658813475,130.1008674621582,130.0350643157959,129.75946388244628,129.615970993042,138.84988430946348,141.04678344726562,141.67023228637194,138.8399938088431,66435100.0
2023-01-24,138.84988430946348,141.67023228637194,138.8399938088431,141.04678344726562,66435100,136.95777282714843,134.61638641357422,130.82476081848145,1,1,2.8302384775288374,27,136.68265050222374,133.8722133053258,132.68471636368645,139.64154052734375,136.4352569580078,133.86233520507812,141.82854882417135,136.58370504947536,134.8321327391652,136.4649387224491,132.82324656561806,132.37794475290383,81760300.0,80223600.0,58280400.0,3.0,2.0,0.0,135.6534851074219,134.39669799804688,133.51398010253905,133.39126739501953,132.2542251586914,130.98259658813475,130.31511955261232,130.0350643157959,129.75946388244628,139.42383632315142,140.3837432861328,140.94780376437996,137.36547990253146,65799300.0
2023-01-25,139.42383632315142,140.94780376437996,137.36547990253146,140.3837432861328,65799300,138.27393188476563,135.71780548095703,131.31955680847167,1,1,3.5823238618484936,28,138.84988430946348,136.68265050222374,133.8722133053258,141.04678344726562,139.64154052734375,136.4352569580078,141.67023228637194,141.82854882417135,136.58370504947536,138.8399938088431,136.4649387224491,132.82324656561806,66435100.0,81760300.0,80223600.0,1.0,3.0,2.0,136.95777282714843,135.6534851074219,134.39669799804688,134.61638641357422,133.39126739501953,132.2542251586914,130.82476081848145,130.31511955261232,130.0350643157959,141.6800962423563,142.46188354492188,142.748859009156,140.42330829899026,54105100.0
2023-01-26,141.6800962423563,142.748859009156,140.42330829899026,142.46188354492188,54105100,139.99384155273438,136.75391082763673,132.00880851745606,1,0,2.325550710165743,29,139.42383632315142,138.84988430946348,136.68265050222374,140.3837432861328,141.04678344726562,139.64154052734375,140.94780376437996,141.67023228637194,141.82854882417135,137.36547990253146,138.8399938088431,136.4649387224491,65799300.0,66435100.0,81760300.0,1.0,1.0,3.0,138.27393188476563,136.95777282714843,135.6534851074219,135.71780548095703,134.61638641357422,133.39126739501953,131.31955680847167,130.82476081848145,130.31511955261232,141.67019877088234,144.41136169433594,145.69783617068458,141.5910294846458,70555800.0
2023-01-27,141.67019877088234,145.69783617068458,141.5910294846458,144.41136169433594,70555800,141.5890625,137.99288024902344,132.99295806884766,1,2,4.106806686038794,30,141.6800962423563,139.42383632315142,138.84988430946348,142.46188354492188,140.3837432861328,141.04678344726562,142.748859009156,140.94780376437996,141.67023228637194,140.42330829899026,137.36547990253146,138.8399938088431,54105100.0,65799300.0,66435100.0,0.0,1.0,1.0,139.99384155273438,138.27393188476563,136.95777282714843,136.75391082763673,135.71780548095703,134.61638641357422,132.00880851745606,131.31955680847167,130.82476081848145,143.45146578544313,141.51185607910156,144.03532226694506,141.36342310922714,64015300.0
2023-01-30,143.45146578544313,144.03532226694506,141.36342310922714,141.51185607910156,64015300,141.96312561035157,138.8083053588867,133.65549011230468,1,1,-2.6718991577179168,31,141.67019877088234,141.6800962423563,139.42383632315142,144.41136169433594,142.46188354492188,140.3837432861328,145.69783617068458,142.748859009156,140.94780376437996,141.5910294846458,140.42330829899026,137.36547990253146,70555800.0,54105100.0,65799300.0,2.0,0.0,1.0,141.5890625,139.99384155273438,138.27393188476563,137.99288024902344,136.75391082763673,135.71780548095703,132.99295806884766,132.00880851745606,131.31955680847167,141.21498687709317,142.78843688964844,142.83791958375357,140.79935942660674,65874500.0
2023-01-31,141.21498687709317,142.83791958375357,140.79935942660674,142.78843688964844,65874500,142.31145629882812,139.63461456298828,134.36601715087892,1,1,2.038560157146833,32,143.45146578544313,141.67019877088234,141.6800962423563,141.51185607910156,144.41136169433594,142.46188354492188,144.03532226694506,145.69783617068458,142.748859009156,141.36342310922714,141.5910294846458,140.42330829899026,64015300.0,70555800.0,54105100.0,1.0,2.0,0.0,141.96312561035157,141.5890625,139.99384155273438,138.8083053588867,137.99288024902344,136.75391082763673,133.65549011230468,132.99295806884766,132.00880851745606,142.47178209857688,143.9165802001953,145.08430842068046,139.8493652771468,77663600.0
2023-02-01,142.47178209857688,145.08430842068046,139.8493652771468,143.9165802001953,77663600,143.0180236816406,140.64597778320314,135.37342262268066,1,2,5.2349431435336555,33,141.21498687709317,143.45146578544313,141.67019877088234,142.78843688964844,141.51185607910156,144.41136169433594,142.83791958375357,144.03532226694506,145.69783617068458,140.79935942660674,141.36342310922714,141.5910294846458,65874500.0,64015300.0,70555800.0,1.0,1.0,2.0,142.31145629882812,141.96312561035157,141.5890625,139.63461456298828,138.8083053588867,137.99288024902344,134.36601715087892,133.65549011230468,132.99295806884766,147.35047067319957,149.25050354003906,149.60674271507267,146.62807162382762,118339000.0
2023-02-02,147.35047067319957,149.60674271507267,146.62807162382762,149.25050354003906,118339000,144.37574768066406,142.1847946166992,136.58369560241698,1,3,2.9786710912450474,34,142.47178209857688,141.21498687709317,143.45146578544313,143.9165802001953,142.78843688964844,141.51185607910156,145.08430842068046,142.83791958375357,144.03532226694506,139.8493652771468,140.79935942660674,141.36342310922714,77663600.0,65874500.0,64015300.0,2.0,1.0,1.0,143.0180236816406,142.31145629882812,141.96312561035157,140.64597778320314,139.63461456298828,138.8083053588867,135.37342262268066,134.36601715087892,133.65549011230468,146.48951084456712,152.89218139648438,155.74221524092275,146.29159518314714,154357300.0
2023-02-03,146.48951084456712,155.74221524092275,146.29159518314714,152.89218139648438,154357300,146.07191162109376,143.8304870605469,138.04235610961913,0,3,9.450620057775609,35,147.35047067319957,142.47178209857688,141.21498687709317,149.25050354003906,143.9165802001953,142.78843688964844,149.60674271507267,145.08430842068046,142.83791958375357,146.62807162382762,139.8493652771468,140.79935942660674,118339000.0,77663600.0,65874500.0,3.0,2.0,1.0,144.37574768066406,143.0180236816406,142.31145629882812,142.1847946166992,140.64597778320314,139.63461456298828,136.58369560241698,135.37342262268066,134.36601715087892,150.98230158746472,150.15103149414062,151.5067849832526,149.21092060169065,69858300.0
2023-02-06,150.98230158746472,151.5067849832526,149.21092060169065,150.15103149414062,69858300,147.79974670410155,144.88143615722657,139.13635177612304,1,2,-2.2958643815619553,36,146.48951084456712,147.35047067319957,142.47178209857688,152.89218139648438,149.25050354003906,143.9165802001953,155.74221524092275,149.60674271507267,145.08430842068046,146.29159518314714,146.62807162382762,139.8493652771468,154357300.0,118339000.0,77663600.0,3.0,3.0,2.0,146.07191162109376,144.37574768066406,143.0180236816406,143.8304870605469,142.1847946166992,140.64597778320314,138.04235610961913,136.58369560241698,135.37342262268066,149.07238437886454,153.0406494140625,153.6146155336174,149.07238437886454,83322600.0
2023-02-07,149.07238437886454,153.6146155336174,149.07238437886454,153.0406494140625,83322600,149.85018920898438,146.08082275390626,140.34860458374024,0,3,4.542231154752869,37,150.98230158746472,146.48951084456712,147.35047067319957,150.15103149414062,152.89218139648438,149.25050354003906,151.5067849832526,155.74221524092275,149.60674271507267,149.21092060169065,146.29159518314714,146.62807162382762,69858300.0,154357300.0,118339000.0,2.0,3.0,3.0,147.79974670410155,146.07191162109376,144.37574768066406,144.88143615722657,143.8304870605469,142.1847946166992,139.13635177612304,138.04235610961913,136.58369560241698,152.2786602948261,150.33905029296875,152.97137275977542,149.5968551305232,64120100.0
2023-02-08,152.2786602948261,152.97137275977542,149.5968551305232,150.33905029296875,64120100,151.13468322753906,147.07635345458985,141.39707946777344,1,1,-3.3745176292522103,38,149.07238437886454,150.98230158746472,146.48951084456712,153.0406494140625,150.15103149414062,152.89218139648438,153.6146155336174,151.5067849832526,155.74221524092275,149.07238437886454,149.21092060169065,146.29159518314714,83322600.0,69858300.0,154357300.0,3.0,2.0,3.0,149.85018920898438,147.79974670410155,146.07191162109376,146.08082275390626,144.88143615722657,143.8304870605469,140.34860458374024,139.13635177612304,138.04235610961913,152.1797089124197,149.29998779296875,152.72398843499641,148.85467367449712,56007100.0
2023-02-09,152.1797089124197,152.72398843499641,148.85467367449712,149.29998779296875,56007100,151.144580078125,147.76016387939453,142.2570373535156,1,0,-3.869314760499293,39,152.2786602948261,149.07238437886454,150.98230158746472,150.33905029296875,153.0406494140625,150.15103149414062,152.97137275977542,153.6146155336174,151.5067849832526,149.5968551305232,149.07238437886454,149.21092060169065,64120100.0,83322600.0,69858300.0,1.0,3.0,2.0,151.13468322753906,149.85018920898438,147.79974670410155,147.07635345458985,146.08082275390626,144.88143615722657,141.39707946777344,140.34860458374024,139.13635177612304,148.1304871155474,149.66668701171875,149.99375331566142,147.89261658821053,57450700.0
2023-02-10,148.1304871155474,149.99375331566142,147.89261658821053,149.66668701171875,57450700,150.49948120117188,148.28569641113282,143.13928833007813,1,0,2.1011367274508927,40,152.1797089124197,152.2786602948261,149.07238437886454,149.29998779296875,150.33905029296875,153.0406494140625,152.72398843499641,152.97137275977542,153.6146155336174,148.85467367449712,149.5968551305232,149.07238437886454,56007100.0,64120100.0,83322600.0,0.0,1.0,3.0,151.144580078125,151.13468322753906,149.85018920898438,147.76016387939453,147.07635345458985,146.08082275390626,142.2570373535156,141.39707946777344,140.34860458374024,149.6072179924685,152.48143005371094,152.88777139634084,149.5774860679603,62199000.0
2023-02-13,149.6072179924685,152.88777139634084,149.5774860679603,152.48143005371094,62199000,150.96556091308594,149.38265380859374,144.09547958374023,0,0,3.3102853283805302,41,148.1304871155474,152.1797089124197,152.2786602948261,149.66668701171875,149.29998779296875,150.33905029296875,149.99375331566142,152.72398843499641,152.97137275977542,147.89261658821053,148.85467367449712,149.5968551305232,57450700.0,56007100.0,64120100.0,0.0,0.0,1.0,150.49948120117188,151.144580078125,151.13468322753906,148.28569641113282,147.76016387939453,147.07635345458985,143.13928833007813,142.2570373535156,141.39707946777344,150.7668093216158,151.8372039794922,152.402140794644,149.5180231156205,61707600.0
2023-02-14,150.7668093216158,152.402140794644,149.5180231156205,151.8372039794922,61707600,150.72487182617186,150.28753051757812,144.9610725402832,0,0,2.8841176790234897,42,149.6072179924685,148.1304871155474,152.1797089124197,152.48143005371094,149.66668701171875,149.29998779296875,152.88777139634084,149.99375331566142,152.72398843499641,149.5774860679603,147.89261658821053,148.85467367449712,62199000.0,57450700.0,56007100.0,0.0,0.0,0.0,150.96556091308594,150.49948120117188,151.144580078125,149.38265380859374,148.28569641113282,147.76016387939453,144.09547958374023,143.13928833007813,142.2570373535156,151.74798929654162,153.9482421875,154.1167281140803,151.52003952799797,65573800.0
2023-02-15,151.74798929654162,154.1167281140803,151.52003952799797,153.9482421875,65573800,151.44671020507812,151.2906967163086,145.96833724975585,0,1,2.5966885860823368,43,150.7668093216158,149.6072179924685,148.1304871155474,151.8372039794922,152.48143005371094,149.66668701171875,152.402140794644,152.88777139634084,149.99375331566142,149.5180231156205,149.5774860679603,147.89261658821053,61707600.0,62199000.0,57450700.0,0.0,0.0,0.0,150.72487182617186,150.96556091308594,150.49948120117188,150.28753051757812,149.38265380859374,148.28569641113282,144.9610725402832,144.09547958374023,143.13928833007813,152.14443364408874,152.34266662597656,154.93935535973205,151.985868430853,68167900.0
2023-02-16,152.14443364408874,154.93935535973205,151.985868430853,152.34266662597656,68167900,152.05524597167968,151.59991302490235,146.8923538208008,0,1,2.9534869288790446,44,151.74798929654162,150.7668093216158,149.6072179924685,153.9482421875,151.8372039794922,152.48143005371094,154.1167281140803,152.402140794644,152.88777139634084,151.52003952799797,149.5180231156205,149.5774860679603,65573800.0,61707600.0,62199000.0,1.0,0.0,0.0,151.44671020507812,150.72487182617186,150.96556091308594,151.2906967163086,150.28753051757812,149.38265380859374,145.96833724975585,144.9610725402832,144.09547958374023,150.99476005163993,151.19297790527344,151.63897185671203,149.50810346480944,59144100.0
